taxid	lineage	name	rank	SRR15720303	SRR15720304	SRR15720305	SRR15720306	SRR15720307	SRR15720308	SRR15720309	SRR15720310	SRR15720311	SRR15720312	SRR15720313	SRR15720314	SRR15720315	SRR15720316	SRR15720317	SRR15720318	SRR15720319	SRR15720320	SRR15720321	SRR15720322
2239	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp18;class;Gp18;genus;	Gp18	genus	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2208	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp3;class;	Acidobacteria_Gp3	class	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
2209	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp3;class;Gp3;genus;	Gp3	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
2214	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp6;class;	Acidobacteria_Gp6	class	0	0	0	0	5	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0
2215	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp6;class;Gp6;genus;	Gp6	genus	0	0	0	0	5	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0
2234	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp16;class;	Acidobacteria_Gp16	class	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2235	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp16;class;Gp16;genus;	Gp16	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3624	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;	Blastocatellia	class	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3625	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;	Blastocatellales	order	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3626	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;Blastocatellaceae;family;	Blastocatellaceae	family	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3239	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;Blastocatellaceae;family;Aridibacter;genus;	Aridibacter	genus	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3628	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;Blastocatellaceae;family;Stenotrophobacter;genus;	Stenotrophobacter	genus	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
-3627	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Blastocatellia;class;Blastocatellales;order;Blastocatellaceae;family;unclassified_Blastocatellaceae;;	unclassified_Blastocatellaceae		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2206	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp2;class;	Acidobacteria_Gp2	class	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2207	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp2;class;Gp2;genus;	Gp2	genus	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2220	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp10;class;	Acidobacteria_Gp10	class	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
2221	Root;rootrank;Bacteria;domain;Acidobacteria;phylum;Acidobacteria_Gp10;class;Gp10;genus;	Gp10	genus	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
824	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;	Planctomycetes	phylum	40	5	0	98	2	22	3	4	1	2	1	5	0	0	0	0	3	0	4	6
825	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;	Planctomycetacia	class	40	5	0	0	2	5	3	4	1	2	1	5	0	0	0	0	2	0	4	0
826	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;	Planctomycetales	order	40	3	0	0	2	3	0	3	1	2	1	0	0	0	0	0	0	0	4	0
3780	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Isosphaeraceae;family;	Isosphaeraceae	family	40	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3781	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Isosphaeraceae;family;unclassified_Isosphaeraceae;;	unclassified_Isosphaeraceae		40	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
835	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Isosphaeraceae;family;Singulisphaera;genus;	Singulisphaera	genus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3784	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Gemmataceae;family;	Gemmataceae	family	0	0	0	0	2	0	0	3	0	2	1	0	0	0	0	0	0	0	4	0
-3785	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Gemmataceae;family;unclassified_Gemmataceae;;	unclassified_Gemmataceae		0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
3785	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Gemmataceae;family;Fimbriiglobus;genus;	Fimbriiglobus	genus	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	3	0
829	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;Gemmataceae;family;Gemmata;genus;	Gemmata	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
-827	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Planctomycetales;order;unclassified_Planctomycetales;;	unclassified_Planctomycetales		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
-826	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;unclassified_Planctomycetacia;;	unclassified_Planctomycetacia		0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4118	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;	Pirellulales	order	0	0	0	0	0	2	3	0	0	0	0	5	0	0	0	0	2	0	0	0
4119	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Lacipirellulaceae;family;	Lacipirellulaceae	family	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4124	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Lacipirellulaceae;family;Lacipirellula;genus;	Lacipirellula	genus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4121	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Pirellulaceae;family;	Pirellulaceae	family	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2962	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;Pirellulaceae;family;Pirellula;genus;	Pirellula	genus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
-4119	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Planctomycetacia;class;Pirellulales;order;unclassified_Pirellulales;;	unclassified_Pirellulales		0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0
837	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;	Phycisphaerae	class	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	6
4359	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;Sedimentisphaerales;order;	Sedimentisphaerales	order	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	6
4363	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;Sedimentisphaerales;order;Anaerohalosphaeraceae;family;	Anaerohalosphaeraceae	family	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
4364	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;Sedimentisphaerales;order;Anaerohalosphaeraceae;family;Anaerohalosphaera;genus;	Anaerohalosphaera	genus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
-4360	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;Phycisphaerae;class;Sedimentisphaerales;order;unclassified_Sedimentisphaerales;;	unclassified_Sedimentisphaerales		0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-825	Root;rootrank;Bacteria;domain;Planctomycetes;phylum;unclassified_Planctomycetes;;	unclassified_Planctomycetes		0	0	0	87	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
694	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;	Chloroflexi	phylum	121	5	2	154	6	56	4	7	0	88	1	0	948	7	34	17	63	0	10	12
695	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;	Anaerolineae	class	121	4	2	153	6	47	3	5	0	88	1	0	948	7	34	17	62	0	8	12
696	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;	Anaerolineales	order	121	4	2	136	5	30	3	3	0	88	1	0	874	7	34	16	61	0	8	12
697	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;	Anaerolineaceae	family	121	4	2	136	5	30	3	3	0	88	1	0	874	7	34	16	61	0	8	12
3216	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Pelolinea;genus;	Pelolinea	genus	18	4	0	32	0	5	0	2	0	0	0	0	18	6	29	2	18	0	1	0
-698	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;unclassified_Anaerolineaceae;;	unclassified_Anaerolineaceae		103	0	2	104	4	23	3	1	0	87	1	0	813	0	1	14	38	0	7	5
3215	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Ornatilinea;genus;	Ornatilinea	genus	0	0	0	0	1	0	0	0	0	0	0	0	43	1	4	0	5	0	0	1
699	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Bellilinea;genus;	Bellilinea	genus	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	6
3893	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Aggregatilineales;order;	Aggregatilineales	order	0	0	0	16	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3894	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Aggregatilineales;order;Aggregatilineaceae;family;	Aggregatilineaceae	family	0	0	0	16	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3895	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Aggregatilineales;order;Aggregatilineaceae;family;Aggregatilinea;genus;	Aggregatilinea	genus	0	0	0	16	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
-696	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;unclassified_Anaerolineae;;	unclassified_Anaerolineae		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
3896	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Aggregatilineales_incertae_sedis;order;	Aggregatilineales_incertae_sedis	order	0	0	0	0	0	13	0	0	0	0	0	0	74	0	0	0	0	0	0	0
3897	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Aggregatilineales_incertae_sedis;order;Flexilinea;genus;	Flexilinea	genus	0	0	0	0	0	13	0	0	0	0	0	0	74	0	0	0	0	0	0	0
-695	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;unclassified_Chloroflexi;;	unclassified_Chloroflexi		0	1	0	1	0	6	1	2	0	0	0	0	0	0	0	0	0	0	2	0
730	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;	Thermomicrobia	class	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;	Sphaerobacteridae	subclass	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;	Sphaerobacterales	order	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;Sphaerobacterineae;suborder;	Sphaerobacterineae	suborder	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;Sphaerobacterineae;suborder;Sphaerobacteraceae;family;	Sphaerobacteraceae	family	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-738	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;Sphaerobacterineae;suborder;Sphaerobacteraceae;family;unclassified_Sphaerobacteraceae;;	unclassified_Sphaerobacteraceae		0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
703	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;	Caldilineae	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
704	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;	Caldilineales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
705	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;	Caldilineaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
-706	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;unclassified_Caldilineaceae;;	unclassified_Caldilineaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2150	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;	Armatimonadetes	phylum	21	0	1	4	0	6	0	0	0	1	0	0	36	0	1	0	1	0	1	0
2155	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;	Chthonomonadetes	class	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2156	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;	Chthonomonadales	order	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2157	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;Chthonomonadaceae;family;	Chthonomonadaceae	family	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2158	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Chthonomonadetes;class;Chthonomonadales;order;Chthonomonadaceae;family;Chthonomonas/Armatimonadetes_gp3;genus;	Chthonomonas/Armatimonadetes_gp3	genus	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2159	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp2;genus;	Armatimonadetes_gp2	genus	0	0	1	4	0	4	0	0	0	0	0	0	36	0	1	0	1	0	0	0
2161	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadetes_gp5;genus;	Armatimonadetes_gp5	genus	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2151	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;	Armatimonadia	class	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2152	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;	Armatimonadales	order	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2153	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;Armatimonadaceae;family;	Armatimonadaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2154	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;Armatimonadia;class;Armatimonadales;order;Armatimonadaceae;family;Armatimonas/Armatimonadetes_gp1;genus;	Armatimonas/Armatimonadetes_gp1	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2151	Root;rootrank;Bacteria;domain;Armatimonadetes;phylum;unclassified_Armatimonadetes;;	unclassified_Armatimonadetes		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
422	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;	Bacteroidetes	phylum	26	665	2	199	94	53	6	7	29	5	9	8	2761	0	1	14	66	57	7	1215
423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;	Bacteroidia	class	7	157	2	172	0	28	3	0	0	3	0	8	2741	0	0	0	12	8	0	1117
424	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;	Bacteroidales	order	7	157	2	172	0	28	3	0	0	3	0	8	2741	0	0	0	12	8	0	1117
425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;	Bacteroidaceae	family	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	390
457	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Phocaeicola;genus;	Phocaeicola	genus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Bacteroides;genus;	Bacteroides	genus	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	390
448	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;	Prevotellaceae	family	6	0	0	1	0	17	2	0	0	0	0	0	14	0	0	0	0	0	0	0
451	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Prevotella;genus;	Prevotella	genus	6	0	0	1	0	17	2	0	0	0	0	0	14	0	0	0	0	0	0	0
3692	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Dysgonomonadaceae;family;	Dysgonomonadaceae	family	0	130	2	155	0	5	1	0	0	2	0	1	2721	0	0	0	5	1	0	647
444	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Dysgonomonadaceae;family;Petrimonas;genus;	Petrimonas	genus	0	88	0	11	0	0	0	0	0	1	0	1	1177	0	0	0	3	0	0	16
-3693	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Dysgonomonadaceae;family;unclassified_Dysgonomonadaceae;;	unclassified_Dysgonomonadaceae		0	42	2	143	0	5	1	0	0	1	0	0	1537	0	0	0	2	0	0	600
446	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Dysgonomonadaceae;family;Proteiniphilum;genus;	Proteiniphilum	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3693	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Dysgonomonadaceae;family;Fermentimonas;genus;	Fermentimonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
439	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Dysgonomonadaceae;family;Dysgonomonas;genus;	Dysgonomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
2997	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;	Prolixibacteraceae	family	0	24	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	77
-2998	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;unclassified_Prolixibacteraceae;;	unclassified_Prolixibacteraceae		0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
2999	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prolixibacteraceae;family;Mariniphaga;genus;	Mariniphaga	genus	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0
-425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;unclassified_Bacteroidales;;	unclassified_Bacteroidales		0	3	0	4	0	4	0	0	0	0	0	0	4	0	0	0	3	0	0	2
432	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Marinilabiliaceae;family;	Marinilabiliaceae	family	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
3139	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Marinilabiliaceae;family;Geofilum;genus;	Geofilum	genus	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-433	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Marinilabiliaceae;family;unclassified_Marinilabiliaceae;;	unclassified_Marinilabiliaceae		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
3709	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Lentimicrobiaceae;family;	Lentimicrobiaceae	family	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3710	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Lentimicrobiaceae;family;Lentimicrobium;genus;	Lentimicrobium	genus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;	Porphyromonadaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
447	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;Tannerella;genus;	Tannerella	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-437	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;unclassified_Porphyromonadaceae;;	unclassified_Porphyromonadaceae		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
3699	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;	Paludibacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
442	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;Paludibacter;genus;	Paludibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
458	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;	Flavobacteriia	class	19	225	0	0	44	6	3	0	2	1	1	0	19	0	0	0	0	10	0	0
459	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;	Flavobacteriales	order	19	225	0	0	44	6	3	0	2	1	1	0	19	0	0	0	0	10	0	0
470	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;	Flavobacteriaceae	family	11	0	0	0	32	1	2	0	0	0	1	0	0	0	0	0	0	10	0	0
479	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Capnocytophaga;genus;	Capnocytophaga	genus	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Actibacter;genus;	Actibacter	genus	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Flavobacterium;genus;	Flavobacterium	genus	1	0	0	0	32	1	2	0	0	0	1	0	0	0	0	0	0	10	0	0
4040	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;	Weeksellaceae	family	5	225	0	0	12	5	0	0	2	1	0	0	19	0	0	0	0	0	0	0
481	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;Chryseobacterium;genus;	Chryseobacterium	genus	5	225	0	0	12	5	0	0	1	1	0	0	1	0	0	0	0	0	0	0
482	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;Cloacibacterium;genus;	Cloacibacterium	genus	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0
-4041	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;unclassified_Weeksellaceae;;	unclassified_Weeksellaceae		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
-460	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;unclassified_Flavobacteriales;;	unclassified_Flavobacteriales		3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
