protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
tr|F3YDE2,DROME,FKL+19,F3YDE2,1,41,5,18,23,10,26,5,21,26,35,3,17,17,19,16,19,21,26,3,12
sp|Q8MLV1,DROME,FKL+19,LBR,1,64,10,22,29,29,39,12,27,23,87,5,26,40,26,63,72,64,50,13,40
tr|Q9VGK3,DROME,FKL+19,Q9VGK3,1,11,3,6,9,5,18,2,9,11,12,2,2,7,4,7,9,7,9,1,4
tr|Q9W2X6,DROME,FKL+19,Q9W2X6,1,27,0,9,10,7,7,2,5,11,13,2,7,3,8,6,14,5,18,0,3
sp|A0A0B4K7J2,DROME,FKL+19,RBP2,1,256,31,146,183,125,162,49,95,175,216,46,148,182,170,113,222,164,152,24,59
tr|Q7K012,DROME,FKL+19,Q7K012,1,32,3,23,28,20,32,9,15,18,35,14,25,20,22,21,32,20,36,5,15
sp|P05661,DROME,FKL+19,MYSA,1,182,19,114,241,55,97,36,90,197,201,30,92,40,143,129,86,74,88,11,37
tr|Q7KTG2,DROME,FKL+19,Q7KTG2,1,265,42,257,288,222,226,119,239,264,424,76,288,153,164,204,324,252,278,58,190
tr|M9PDK5,DROME,FKL+19,M9PDK5,1,35,8,28,30,18,15,11,31,29,59,12,23,10,31,24,34,16,32,7,15
tr|Q8MSW6,DROME,FKL+19,Q8MSW6,1,19,6,17,19,12,17,12,17,15,29,8,16,16,17,25,21,12,23,8,14
tr|Q8IPD5,DROME,FKL+19,Q8IPD5,1,63,1,14,15,8,13,5,8,10,13,1,5,38,30,8,24,21,45,0,18
tr|Q1EC13,DROME,FKL+19,Q1EC13,1,12,1,6,13,4,11,2,8,10,7,3,13,12,4,14,10,10,9,7,2
tr|Q8STG9,DROME,FKL+19,Q8STG9,1,37,8,13,19,30,46,6,50,19,56,17,13,19,17,17,30,23,33,5,18
sp|P40417,DROME,FKL+19,ERKA,1,21,7,26,26,14,18,11,31,21,42,8,20,21,12,22,20,17,19,3,17
tr|Q494K4,DROME,FKL+19,Q494K4,1,26,12,30,22,12,32,8,23,19,22,6,19,23,10,23,21,18,19,7,17
tr|Q9W227,DROME,FKL+19,Q9W227,1,15,0,14,11,15,25,3,12,19,11,4,7,6,5,8,12,13,20,2,3
tr|Q7KMM4,DROME,FKL+19,Q7KMM4,1,73,7,65,50,52,54,33,41,48,68,16,39,51,44,50,50,47,72,21,43
tr|Q9VVZ4,DROME,FKL+19,Q9VVZ4,1,55,2,0,0,5,2,2,7,3,16,1,3,29,2,4,2,5,17,1,6
sp|P48588,DROME,FKL+19,RS25,1,9,0,4,7,1,8,2,5,25,9,1,2,5,7,6,8,5,8,1,4
sp|Q9W2D9,DROME,FKL+19,EIF3K,1,10,3,15,13,10,10,7,16,16,27,9,14,4,15,8,9,16,12,3,5
sp|Q9VH07,DROME,FKL+19,RUVB1,1,33,3,24,37,12,34,11,34,38,47,13,15,17,17,22,24,30,37,0,8
tr|Q9VHY6,DROME,FKL+19,Q9VHY6,1,67,10,39,47,31,67,26,50,46,108,15,36,41,37,44,80,56,72,16,27
tr|Q9VG38,DROME,FKL+19,Q9VG38,1,24,8,34,34,18,31,9,19,25,57,12,22,35,28,21,23,24,26,8,10
tr|Q9W4H6,DROME,FKL+19,Q9W4H6,1,36,8,18,24,8,40,9,19,22,31,13,21,12,15,21,20,26,30,4,22
tr|Q86BM5,DROME,FKL+19,Q86BM5,1,94,3,50,132,5,31,7,40,58,23,1,33,64,34,7,73,95,85,1,1
tr|Q8MS37,DROME,FKL+19,Q8MS37,1,44,32,48,42,30,33,13,36,35,54,20,38,37,31,42,57,46,44,4,29
tr|Q9VFE7,DROME,FKL+19,Q9VFE7,1,65,15,48,48,31,34,15,33,41,103,20,41,27,55,53,46,37,52,5,27
tr|Q7K511,DROME,FKL+19,Q7K511,1,33,11,25,34,22,50,12,31,29,58,12,28,19,11,27,33,35,45,1,17
tr|Q7KN61,DROME,FKL+19,Q7KN61,1,28,9,22,26,18,16,8,26,28,42,14,22,15,25,18,24,29,28,4,17
tr|Q8IMC1,DROME,FKL+19,Q8IMC1,1,34,15,15,20,34,42,5,42,21,56,17,20,17,16,12,36,31,37,17,21
tr|M9MQH9,DROME,FKL+19,M9MQH9,1,62,12,39,38,19,18,7,32,29,81,12,20,28,30,27,33,28,59,5,12
tr|Q9VE52,DROME,FKL+19,Q9VE52,1,33,4,18,24,7,28,4,14,16,34,29,13,57,57,21,20,9,24,0,7
tr|E1JHR5,DROME,FKL+19,E1JHR5,1,47,4,28,26,16,39,10,31,39,36,8,24,14,13,10,24,23,28,4,9
tr|L7X6D0,DROME,FKL+19,L7X6D0,1,128,9,83,143,25,58,13,59,139,86,20,31,45,53,59,61,44,70,3,13
sp|Q9VWH4,DROME,FKL+19,IDH3A,1,38,6,19,23,11,32,5,23,25,34,12,21,18,10,17,18,22,30,1,12
tr|Q9VKM7,DROME,FKL+19,Q9VKM7,1,69,12,19,37,19,32,12,27,60,75,6,51,22,39,27,66,27,35,13,29
tr|Q9VK59,DROME,FKL+19,Q9VK59,1,57,4,44,30,50,165,5,22,50,39,10,114,65,50,55,81,32,42,12,23
sp|Q24251,DROME,FKL+19,ATP5H,1,21,1,11,13,5,4,4,8,16,11,3,6,13,15,6,15,4,10,3,9
sp|P55162,DROME,FKL+19,HEM,1,80,24,60,79,55,38,28,76,68,146,36,54,38,48,62,66,53,68,10,37
tr|Q9VD01,DROME,FKL+19,Q9VD01,1,10,0,12,10,8,13,2,14,13,11,1,6,12,9,7,8,15,16,1,8
tr|Q9W259,DROME,FKL+19,Q9W259,1,25,9,49,28,8,25,20,30,22,45,7,32,19,25,28,35,30,40,7,19
sp|P46222,DROME,FKL+19,RL11,1,10,3,8,11,8,17,5,13,18,14,3,8,5,7,18,7,9,12,1,7
sp|Q9VNA5,DROME,FKL+19,PSB4,1,15,5,15,14,8,23,2,12,11,18,10,18,12,11,17,17,19,23,3,15
tr|M9PHJ0,DROME,FKL+19,M9PHJ0,1,22,0,27,108,6,16,1,12,58,24,6,4,13,21,27,13,13,12,5,8
tr|Q9VQ29,DROME,FKL+19,Q9VQ29,1,26,4,10,14,6,22,6,10,11,15,6,9,12,4,17,16,11,21,3,7
tr|Q7K3E2,DROME,FKL+19,Q7K3E2,1,52,1,21,54,12,31,11,25,34,73,16,33,20,36,27,47,26,25,3,7
sp|Q9V3S0,DROME,FKL+19,CP4G1,1,42,5,34,34,22,29,16,32,37,56,24,21,25,15,30,34,32,41,5,22
tr|Q9XZ61,DROME,FKL+19,Q9XZ61,1,16,5,22,33,15,19,6,26,23,32,7,18,12,18,19,13,11,14,4,11
tr|Q9VBU9,DROME,FKL+19,Q9VBU9,1,6,6,2,3,3,6,4,2,8,8,2,1,7,4,6,3,5,6,0,2
tr|Q9V9W7,DROME,FKL+19,Q9V9W7,1,120,50,107,159,90,66,56,144,127,268,59,118,65,106,96,160,83,132,22,61
tr|Q9W1B9,DROME,FKL+19,Q9W1B9,1,14,4,9,10,2,14,3,14,17,13,3,4,12,4,8,11,8,13,1,1
tr|Q9VM18,DROME,FKL+19,Q9VM18,1,22,1,14,30,8,17,6,15,40,29,5,10,10,7,3,8,14,21,3,13
tr|Q86DS7,DROME,FKL+19,Q86DS7,1,20,2,24,19,20,34,5,22,32,23,5,14,25,16,16,19,16,11,2,9
tr|Q7K3N4,DROME,FKL+19,Q7K3N4,1,42,6,14,24,20,21,11,17,16,44,8,8,15,16,25,29,21,31,8,12
tr|Q9VAI9,DROME,FKL+19,Q9VAI9,1,19,6,12,9,5,5,3,9,16,13,4,6,5,10,6,6,4,8,2,3
tr|Q7JVK6,DROME,FKL+19,Q7JVK6,1,15,2,13,21,10,11,5,20,14,28,3,10,4,14,13,16,8,16,1,11
tr|Q9VEB1,DROME,FKL+19,Q9VEB1,1,33,4,16,11,10,33,4,23,27,35,3,17,17,17,8,18,21,33,0,6
sp|Q9V7Y2,DROME,FKL+19,SGPL,1,44,10,32,26,26,47,13,34,38,34,13,18,25,11,27,31,37,48,7,24
tr|E1JJF3,DROME,FKL+19,E1JJF3,1,13,9,24,20,27,23,9,30,20,36,8,15,14,8,18,20,12,36,7,18
tr|Q8IGR0,DROME,FKL+19,Q8IGR0,1,7,4,7,12,5,11,5,9,25,13,2,6,6,6,10,5,9,9,0,5
tr|M9PH10,DROME,FKL+19,M9PH10,1,56,8,42,53,31,54,10,48,56,76,27,35,30,32,39,47,28,58,3,12
tr|Q7JVH6,DROME,FKL+19,Q7JVH6,1,21,6,15,23,13,21,14,9,11,32,7,15,16,14,22,14,18,24,3,13
sp|P29613,DROME,FKL+19,TPIS,1,35,5,11,19,6,21,3,18,18,19,5,10,8,10,9,13,9,17,5,6
tr|Q86BQ4,DROME,FKL+19,Q86BQ4,1,13,2,8,7,5,11,8,7,9,13,3,2,7,6,5,5,3,9,1,2
tr|A4V4F2,DROME,FKL+19,A4V4F2,1,52,6,21,39,5,27,4,31,31,35,10,15,10,24,24,17,28,34,4,8
sp|Q9XZ58,DROME,FKL+19,CSN5,1,22,5,19,26,10,22,7,16,23,29,13,13,13,15,13,20,20,20,6,15
tr|X2JCX8,DROME,FKL+19,X2JCX8,1,18,1,8,7,3,15,3,8,12,9,4,2,7,6,15,8,11,12,0,2
sp|P07486,DROME,FKL+19,G3P1,1,35,3,22,12,16,31,4,21,26,19,7,17,12,4,10,23,23,35,3,9
sp|A1Z6H7,DROME,FKL+19,PO210,1,102,16,98,120,75,105,49,136,95,201,31,95,82,75,96,149,119,164,9,59
sp|Q9VXK6,DROME,FKL+19,IF5,1,35,5,39,40,14,30,8,27,40,37,7,31,14,20,22,27,22,34,3,9
sp|P51406,DROME,FKL+19,BYS,1,39,6,28,35,19,16,9,26,42,45,14,19,15,19,26,24,13,26,3,12
tr|Q9VQT8,DROME,FKL+19,Q9VQT8,1,8,7,2,6,6,10,1,6,6,7,2,4,4,2,1,3,2,3,0,2
tr|Q8MLS2,DROME,FKL+19,Q8MLS2,1,24,5,18,13,5,20,5,18,15,21,6,12,7,6,11,8,10,24,5,8
tr|X2JEM4,DROME,FKL+19,X2JEM4,1,2,1,2,6,1,6,0,3,4,6,2,2,2,5,9,2,3,8,1,0
tr|Q7KUB0,DROME,FKL+19,Q7KUB0,1,35,7,32,24,16,31,8,33,37,31,9,19,13,14,16,14,28,26,7,16
sp|Q94529,DROME,FKL+19,GS1,1,21,4,11,18,12,12,7,4,12,24,11,8,16,10,11,12,13,19,1,5
sp|P40304,DROME,FKL+19,PSB1,1,19,2,16,10,8,19,6,17,11,18,7,9,8,9,12,20,18,14,1,11
sp|Q9VMA7,DROME,FKL+19,TGO1,1,124,11,90,169,27,56,27,55,86,136,23,63,90,101,64,118,78,79,6,27
sp|P17704,DROME,FKL+19,RS17,1,7,1,6,10,3,6,4,11,11,12,3,8,4,5,14,3,10,9,0,4
tr|Q9VKW3,DROME,FKL+19,Q9VKW3,1,27,8,18,22,14,14,3,27,18,37,14,10,12,15,22,22,20,20,1,8
tr|Q9V3Y4,DROME,FKL+19,Q9V3Y4,1,24,4,12,14,14,24,5,20,16,36,8,7,18,14,17,31,8,26,5,13
tr|Q961R5,DROME,FKL+19,Q961R5,1,19,4,27,27,6,39,19,17,30,29,7,40,56,29,29,71,60,33,2,33
tr|X2JES1,DROME,FKL+19,X2JES1,1,28,4,17,19,11,30,3,24,26,28,7,12,14,9,9,26,13,25,1,16
tr|X2J950,DROME,FKL+19,X2J950,1,10,0,7,5,2,10,5,12,20,15,4,5,8,3,13,11,4,10,2,5
sp|Q00637,DROME,FKL+19,SODM,1,17,4,9,15,7,13,8,13,20,23,2,12,12,12,6,12,10,8,7,7
tr|Q9VF03,DROME,FKL+19,Q9VF03,1,118,8,80,86,36,89,31,53,85,83,31,50,97,68,47,103,70,42,10,22
sp|O18373,DROME,FKL+19,SPS1,1,42,10,27,16,10,30,12,24,21,37,13,15,18,19,19,17,19,35,4,10
tr|Q9W3N1,DROME,FKL+19,Q9W3N1,1,24,1,11,16,14,28,6,23,20,31,6,15,12,10,16,23,17,35,2,11
tr|A4UZL5,DROME,FKL+19,A4UZL5,1,30,1,15,27,7,15,3,11,15,21,7,7,23,6,9,4,11,22,4,11
tr|A4V4U5,DROME,FKL+19,A4V4U5,1,44,9,35,49,26,40,10,38,48,56,24,23,27,30,49,53,37,41,2,28
sp|Q8T3U2,DROME,FKL+19,RS23,1,13,1,6,7,4,14,5,6,19,9,1,7,6,3,14,5,3,15,2,3
sp|O61305,DROME,FKL+19,DDX19,1,31,10,31,29,17,29,12,36,37,49,14,18,13,19,19,26,28,31,3,8
tr|B5RIR1,DROME,FKL+19,B5RIR1,1,10,7,18,19,21,26,3,16,25,25,6,17,18,18,10,19,16,15,6,14
sp|Q9VCW3,DROME,FKL+19,NU133,1,104,18,69,84,53,58,30,68,59,130,29,51,39,62,59,96,65,70,14,42
tr|B7FNQ3,DROME,FKL+19,B7FNQ3,1,107,21,83,97,29,493,15,58,112,96,22,50,229,68,85,63,55,54,10,32
tr|Q7KLE5,DROME,FKL+19,Q7KLE5,1,55,2,34,50,14,29,9,24,40,42,5,48,34,31,25,49,58,36,3,14
tr|Q9VAC1,DROME,FKL+19,Q9VAC1,1,41,8,23,25,19,39,21,33,33,32,13,25,25,14,18,31,22,43,0,12
tr|Q7K3Z3,DROME,FKL+19,Q7K3Z3,1,47,1,27,22,13,31,7,15,20,27,10,17,24,22,20,45,26,24,4,5
tr|L0MPS3,DROME,FKL+19,L0MPS3,1,217,34,192,202,161,214,57,271,303,308,12,246,78,141,101,298,168,215,20,113
tr|Q9VCI7,DROME,FKL+19,Q9VCI7,1,61,4,32,47,12,23,4,12,21,27,5,26,20,12,23,62,22,31,2,3
tr|Q9VBV8,DROME,FKL+19,Q9VBV8,1,44,10,24,19,49,34,13,42,38,68,19,30,40,23,26,35,26,31,14,38
tr|E2QD65,DROME,FKL+19,E2QD65,1,17,2,11,3,5,12,7,10,17,10,2,2,8,7,12,7,6,13,1,4
sp|P80455,DROME,FKL+19,RS12,1,12,6,13,8,2,8,5,8,14,15,2,4,6,5,4,7,3,15,1,1
tr|B5RIM9,DROME,FKL+19,B5RIM9,1,30,11,19,25,17,29,9,29,30,32,9,22,16,6,10,11,17,31,1,6
tr|Q9VSN3,DROME,FKL+19,Q9VSN3,1,17,1,14,13,6,16,5,13,12,11,1,6,20,58,12,18,12,17,0,18
tr|Q9VLC5,DROME,FKL+19,Q9VLC5,1,52,6,27,31,23,45,6,27,34,42,13,29,23,21,22,23,33,39,6,18
tr|E1JIL4,DROME,FKL+19,E1JIL4,1,26,6,34,38,14,22,21,24,22,35,6,26,21,14,12,35,25,25,13,10
sp|Q24372,DROME,FKL+19,LACH,1,29,9,21,20,11,16,4,25,15,23,3,14,18,17,19,29,31,33,4,18
tr|Q7JWF1,DROME,FKL+19,Q7JWF1,1,48,11,27,41,25,64,21,33,35,46,13,24,42,20,24,34,26,42,10,18
tr|Q7K5K3,DROME,FKL+19,Q7K5K3,1,57,5,22,18,14,25,8,18,22,29,10,10,17,11,19,17,17,33,5,8
sp|P05205,DROME,FKL+19,HP1,1,16,1,14,27,4,11,1,9,21,8,3,9,9,7,12,24,11,9,3,7
tr|Q9VSL2,DROME,FKL+19,Q9VSL2,1,16,1,11,19,11,11,4,13,19,31,3,11,18,7,10,15,9,14,6,12
tr|Q9VIX2,DROME,FKL+19,Q9VIX2,1,33,26,30,32,28,44,27,16,31,35,8,28,36,47,21,44,41,30,3,21
tr|A1Z7S1,DROME,FKL+19,A1Z7S1,1,19,5,18,12,11,14,2,17,19,17,4,11,4,9,10,14,13,13,4,6
tr|M9NEV0,DROME,FKL+19,M9NEV0,1,141,50,92,141,54,117,48,61,107,153,45,106,103,92,105,152,124,88,24,35
tr|Q9VG81,DROME,FKL+19,Q9VG81,1,39,4,12,29,22,36,8,20,28,32,15,14,22,11,26,35,28,35,4,11
tr|Q5BIC0,DROME,FKL+19,Q5BIC0,1,38,4,17,23,24,37,5,48,18,48,24,14,16,14,19,34,44,36,6,10
tr|Q9Y134,DROME,FKL+19,Q9Y134,1,79,18,71,77,46,57,25,64,77,100,28,39,52,45,62,57,57,71,7,23
sp|P05389,DROME,FKL+19,RLA2,1,18,0,10,14,2,12,0,4,13,10,3,1,3,0,3,9,1,8,0,2
tr|Q9V3E7,DROME,FKL+19,Q9V3E7,1,31,0,18,7,7,43,3,11,22,12,5,6,17,9,26,13,12,18,1,5
tr|A4V2K7,DROME,FKL+19,A4V2K7,1,29,0,37,28,0,49,4,6,36,5,1,21,29,9,27,42,11,17,1,3
tr|Q9VM55,DROME,FKL+19,Q9VM55,1,250,243,208,193,129,327,54,151,139,234,48,175,220,170,167,256,216,203,37,137
tr|M9NEV7,DROME,FKL+19,M9NEV7,1,9,8,6,4,7,10,1,6,6,13,3,5,8,5,5,8,4,5,0,2
sp|Q8MM24,DROME,FKL+19,IDGF1,1,31,6,29,15,28,35,10,19,26,59,6,24,20,22,17,29,17,19,6,21
tr|Q9VTF8,DROME,FKL+19,Q9VTF8,1,20,4,7,19,9,26,8,14,24,27,7,6,24,13,27,9,22,21,3,4
sp|P26270,DROME,FKL+19,PSMD7,1,15,2,30,23,8,23,10,18,36,29,9,21,11,13,13,21,12,32,3,9
tr|Q9VRS6,DROME,FKL+19,Q9VRS6,1,26,6,11,6,6,26,4,18,9,21,2,9,8,6,9,40,29,23,5,7
tr|M9NE89,DROME,FKL+19,M9NE89,1,45,2,35,69,7,17,10,33,38,57,7,40,21,37,60,55,44,28,4,13
sp|Q95RX5,DROME,FKL+19,KCMF1,1,63,13,24,33,13,73,11,14,12,42,16,26,30,51,33,66,40,28,2,9
tr|Q9VVM2,DROME,FKL+19,Q9VVM2,1,15,4,7,8,8,14,2,7,12,15,1,7,5,2,7,10,14,25,2,15
tr|Q7K3S2,DROME,FKL+19,Q7K3S2,1,16,5,23,28,28,18,15,18,26,41,11,22,15,16,30,23,21,27,6,20
sp|P04359,DROME,FKL+19,RL32,1,4,1,2,7,4,8,6,7,16,10,4,8,6,5,19,7,5,9,1,5
sp|P17210,DROME,FKL+19,KINH,1,90,10,48,120,19,40,18,49,86,84,25,55,17,61,60,67,39,64,2,21
tr|Q9W3W1,DROME,FKL+19,Q9W3W1,1,73,19,62,76,42,71,31,59,68,80,18,42,66,45,59,90,74,63,14,22
tr|D1YSG7,DROME,FKL+19,D1YSG7,1,44,13,30,39,22,29,22,37,42,39,4,23,19,24,26,31,32,31,7,16
sp|Q9W237,DROME,FKL+19,RS16,1,13,2,5,8,4,13,1,7,17,13,1,2,7,12,14,4,3,14,0,8
tr|Q9VA18,DROME,FKL+19,Q9VA18,1,32,4,8,18,2,7,6,9,21,12,4,7,17,13,11,19,11,17,1,4
tr|Q9W3F3,DROME,FKL+19,Q9W3F3,1,15,21,12,5,6,14,0,10,7,25,3,19,4,6,14,22,14,7,1,9
tr|M9PGB6,DROME,FKL+19,M9PGB6,1,16,0,12,16,10,5,5,5,10,14,5,6,6,5,10,7,6,6,2,5
tr|Q9W2I2,DROME,FKL+19,Q9W2I2,1,19,4,23,29,17,17,9,30,24,30,3,15,13,12,18,20,11,29,4,16
tr|O97062,DROME,FKL+19,O97062,1,49,0,9,8,4,7,3,7,7,18,1,3,22,3,10,8,11,30,0,8
sp|Q9V460,DROME,FKL+19,SPT5H,1,51,15,79,81,25,100,25,57,64,69,27,39,62,35,78,90,69,71,9,32
tr|Q8SZM7,DROME,FKL+19,Q8SZM7,1,31,2,24,20,28,34,13,23,29,45,12,21,28,17,15,36,22,32,9,22
tr|M9PFX9,DROME,FKL+19,M9PFX9,1,39,50,31,40,26,29,22,26,39,26,8,14,19,18,29,28,31,26,8,20
tr|Q9V9M7,DROME,FKL+19,Q9V9M7,1,9,1,4,10,7,12,8,12,20,9,3,5,8,5,16,5,5,14,1,5
sp|Q9XZ06,DROME,FKL+19,NU931,1,53,11,46,59,26,37,20,37,41,99,28,42,31,44,50,50,50,61,5,33
tr|Q7KTW5,DROME,FKL+19,Q7KTW5,1,25,4,18,23,12,23,10,14,16,22,8,13,9,8,16,14,12,26,2,3
tr|Q9VDE2,DROME,FKL+19,Q9VDE2,1,22,6,12,8,8,16,2,10,16,23,5,13,15,9,2,9,13,22,2,7
sp|Q07171,DROME,FKL+19,GELS,1,67,4,62,55,40,65,18,34,45,66,11,30,25,39,35,66,39,59,13,25
sp|P51592,DROME,FKL+19,HYD,1,201,53,180,174,112,151,45,155,147,239,62,172,137,118,162,337,177,173,29,61
tr|Q7K4H1,DROME,FKL+19,Q7K4H1,1,58,15,35,58,15,20,7,23,24,66,15,21,18,23,17,34,19,32,4,17
sp|Q9XYZ5,DROME,FKL+19,DDB1,1,67,21,70,73,39,81,28,94,50,112,25,57,42,41,53,73,81,95,6,32
sp|Q9W5N2,DROME,FKL+19,RL38,1,4,1,4,4,3,1,0,4,14,5,1,3,4,3,6,3,3,6,0,1
tr|Q8SZL4,DROME,FKL+19,Q8SZL4,1,58,0,8,6,6,9,10,3,10,4,1,4,19,6,5,5,12,35,0,20
tr|Q9VX15,DROME,FKL+19,Q9VX15,1,21,13,21,25,14,26,4,27,24,28,10,9,17,13,25,26,15,22,1,12
tr|Q9VVL7,DROME,FKL+19,Q9VVL7,1,51,9,19,35,13,54,14,33,37,38,9,23,17,11,13,29,34,53,2,10
tr|M9PBK5,DROME,FKL+19,M9PBK5,1,21,1,9,11,3,10,0,6,10,8,2,4,5,1,0,6,4,8,1,2
sp|O76927,DROME,FKL+19,RS21,1,6,3,9,5,1,6,2,8,6,3,2,4,2,2,6,6,4,6,0,2
tr|M9NG39,DROME,FKL+19,M9NG39,1,78,10,33,89,17,73,14,18,56,35,18,47,44,30,43,29,29,16,3,11
tr|Q9VZ20,DROME,FKL+19,Q9VZ20,1,34,4,34,32,9,38,10,20,36,49,10,23,25,21,21,32,42,30,8,15
tr|Q9VL69,DROME,FKL+19,Q9VL69,1,16,0,6,10,15,8,2,16,15,15,3,11,3,7,8,19,12,13,4,7
tr|Q7JUS9,DROME,FKL+19,Q7JUS9,1,44,9,11,17,22,30,4,14,26,34,11,7,23,13,13,21,27,30,5,13
tr|Q9VFF0,DROME,FKL+19,Q9VFF0,1,45,12,27,30,10,31,10,23,20,48,13,25,14,20,28,28,29,38,6,13
tr|Q9VV75,DROME,FKL+19,Q9VV75,1,71,3,19,16,12,46,6,16,24,45,1,20,8,17,22,38,24,39,3,10
tr|Q8IQU1,DROME,FKL+19,Q8IQU1,1,27,28,43,36,24,34,13,23,27,38,13,30,33,18,29,30,24,29,11,15
tr|M9NCX1,DROME,FKL+19,M9NCX1,1,79,22,58,73,38,78,26,67,55,106,15,69,66,41,52,110,76,89,11,30
tr|A1ZA72,DROME,FKL+19,A1ZA72,1,531,114,499,1044,163,301,103,502,870,580,89,223,310,417,304,724,422,576,41,131
tr|M9PCG1,DROME,FKL+19,M9PCG1,1,82,4,24,20,13,26,5,22,33,41,10,21,39,20,27,30,24,41,4,10
tr|Q968K4,DROME,FKL+19,Q968K4,1,94,10,56,59,41,31,27,60,58,147,16,34,40,56,31,64,47,60,3,25
tr|M9MRC9,DROME,FKL+19,M9MRC9,1,9,1,4,6,7,18,12,7,23,12,3,5,6,1,13,6,2,8,1,5
tr|Q9VRS4,DROME,FKL+19,Q9VRS4,1,27,6,12,7,9,24,3,17,8,19,1,8,9,9,10,38,26,23,5,9
tr|Q9VWI2,DROME,FKL+19,Q9VWI2,1,86,15,43,83,28,28,28,46,63,105,18,29,30,59,60,45,34,42,7,41
tr|Q86P66,DROME,FKL+19,Q86P66,1,33,7,23,22,20,36,12,24,32,71,17,32,17,19,23,43,37,29,3,17
tr|Q7JXC4,DROME,FKL+19,Q7JXC4,1,18,5,16,26,12,19,7,10,21,25,5,12,7,6,7,20,20,20,2,5
tr|Q7KV27,DROME,FKL+19,Q7KV27,1,52,8,24,35,20,39,9,31,43,45,17,24,31,28,28,38,28,39,5,24
tr|Q9W2M4,DROME,FKL+19,Q9W2M4,1,29,5,12,25,15,41,8,15,9,17,2,10,28,5,9,12,15,21,8,10
tr|M9PGL7,DROME,FKL+19,M9PGL7,1,33,4,10,15,13,35,6,15,13,37,7,19,16,18,11,37,18,25,2,10
tr|E1JH01,DROME,FKL+19,E1JH01,1,34,5,20,33,12,17,9,30,21,52,9,20,7,27,26,27,17,23,3,15
tr|Q8IPX7,DROME,FKL+19,Q8IPX7,1,27,5,13,13,6,20,2,17,13,28,3,9,10,3,16,14,9,16,2,6
sp|P35421,DROME,FKL+19,PUR4,1,116,27,64,96,47,117,23,46,59,154,29,55,73,63,73,101,57,99,15,40
