accession,length,ZC
IPI00553033,1036,-0.1591
IPI00553085,360,-0.1174
IPI00554485,347,-0.147
IPI00554634,179,-0.252
IPI00554721,125,-0.0222
IPI00555557,180,-0.1749
IPI00555593,436,-0.0818
IPI00555703,291,-0.2947
IPI00555824,964,-0.1586
IPI00555910,139,-0.1708
IPI00555918,122,-0.2638
IPI00556022,269,-0.0626
IPI00556107,281,-0.0772
IPI00556130,172,-0.1336
IPI00556238,103,-0.179
IPI00556260,547,-0.1261
IPI00556497,217,-0.2679
IPI00556506,225,-0.2021
IPI00556519,180,-0.1905
IPI00556568,171,-0.1742
IPI00556569,111,-0.2164
IPI00604449,314,-0.1742
IPI00604619,305,-0.1419
IPI00604763,339,-0.0746
IPI00604773,558,-0.0774
IPI00604795,405,-0.1742
IPI00604798,246,-0.313
IPI00607567,186,-0.0392
IPI00607576,911,-0.2692
IPI00607580,2778,-0.0137
IPI00607600,651,-0.0549
IPI00607707,385,-0.1511
IPI00607806,157,-0.2454
IPI00607822,153,-0.1423
IPI00619909,81,-0.2408
IPI00619912,453,-0.0248
IPI00619937,183,-0.1422
IPI00639795,62,-0.3008
IPI00639803,72,-0.345
IPI00639978,73,-0.3532
IPI00640118,73,-0.1884
IPI00640200,85,-0.1465
IPI00640221,307,-0.1577
IPI00640264,233,-0.1727
IPI00640485,205,-0.0708
IPI00640501,96,-0.1139
IPI00640572,84,-0.1542
IPI00640630,58,-0.2525
IPI00640710,110,-0.1747
IPI00640747,257,-0.1595
IPI00640764,124,-0.0291
IPI00640784,1060,-0.0935
IPI00640891,567,-0.1722
IPI00640943,150,-0.1617
IPI00641062,977,-0.1114
IPI00641251,282,-0.0907
IPI00641264,62,-0.2312
IPI00641358,145,-0.1456
IPI00641446,183,-0.3069
IPI00641533,353,-0.1321
IPI00641548,175,-0.2212
IPI00641749,844,-0.1278
IPI00641773,429,-0.0492
IPI00641791,143,-0.3001
IPI00641805,259,-0.281
IPI00641885,99,-0.0338
IPI00641911,81,-0.2166
IPI00641915,132,-0.1821
IPI00642041,262,-0.1874
IPI00642090,53,-0.2031
IPI00642121,298,-0.1718
IPI00642126,5076,-0.1484
IPI00642146,35,-0.4216
IPI00642160,116,-0.2317
IPI00642170,101,-0.2008
IPI00642204,825,-0.2178
IPI00642245,360,-0.2095
IPI00642329,757,-0.1306
IPI00642370,206,-0.1891
IPI00642392,101,-0.2163
IPI00642500,227,-0.1672
IPI00642546,139,-0.1335
IPI00642584,993,-0.1828
IPI00642626,153,-0.2746
IPI00642717,284,-0.1462
IPI00642723,237,-0.1648
IPI00642845,273,-0.2255
IPI00642942,270,-0.1372
IPI00643110,51,-0.5161
IPI00643251,291,-0.2549
IPI00643365,492,-0.2205
IPI00643510,31,-0.4944
IPI00643658,56,-0.3459
IPI00643756,111,-0.2255
IPI00643795,237,-0.1489
IPI00643945,156,-0.1623
IPI00644034,201,-0.0222
IPI00644037,323,-0.2491
IPI00644056,128,-0.2563
IPI00644095,468,-0.0213
IPI00644111,255,-0.3187
IPI00644236,112,-0.2737
IPI00644442,153,-0.3487
IPI00644491,180,-0.2657
IPI00644497,62,-0.2334
IPI00644529,905,-0.0747
IPI00644597,164,0.0106
IPI00644623,344,-0.1199
IPI00644766,462,-0.0439
IPI00644875,239,-0.1098
IPI00644882,464,-0.1517
IPI00645002,125,-0.1275
IPI00645072,316,-0.137
IPI00645078,1058,-0.1289
IPI00645090,29,-0.3117
IPI00645099,139,-0.2872
IPI00645141,87,-0.3211
IPI00645193,110,-0.167
IPI00645369,689,-0.1428
IPI00645559,75,-0.2123
IPI00645741,73,-0.1474
IPI00645774,220,-0.0795
IPI00645962,504,-0.1772
IPI00646072,395,-0.1051
IPI00646218,181,-0.2929
IPI00646291,440,-0.2014
IPI00646358,382,-0.1089
IPI00646420,481,-0.2395
IPI00646453,886,-0.1759
IPI00646518,163,-0.2971
IPI00646541,491,-0.1205
IPI00646597,115,-0.1343
IPI00646767,209,-0.0541
IPI00646922,73,-0.2362
IPI00647031,174,-0.1998
IPI00647205,947,-0.0394
IPI00647211,72,-0.2565
IPI00647297,195,-0.0318
IPI00647298,446,-0.1755
IPI00647406,71,-0.2843
IPI00647421,148,-0.1699
IPI00647585,97,-0.3295
IPI00647672,406,-0.1604
IPI00647756,91,-0.321
IPI00647868,911,-0.1346
IPI00651713,97,-0.2904
IPI00651768,301,-0.1645
IPI00654820,226,-0.39
IPI00654853,71,-0.3359
IPI00656071,353,-0.1461
IPI00656079,710,-0.129
IPI00656098,123,-0.266
IPI00656135,104,-0.3279
IPI00656158,135,-0.2696
IPI00657648,344,-0.0926
IPI00657649,146,-0.165
IPI00657665,490,-0.1414
IPI00657701,597,-0.1783
IPI00657703,85,-0.2054
IPI00657706,472,-0.2377
IPI00657747,518,-0.2346
IPI00657753,146,-0.2366
IPI00657790,89,-0.1729
IPI00657801,333,-0.0629
IPI00657819,621,-0.0537
IPI00657863,559,0.0066
IPI00657911,137,-0.239
IPI00658128,841,-0.092
IPI00658171,297,-0.2096
IPI00719027,128,-0.1835
IPI00719153,418,-0.0222
IPI00719170,551,-0.0895
IPI00719249,114,-0.1393
IPI00719310,462,-0.1606
IPI00719714,306,-0.0729
IPI00735216,154,-0.1268
IPI00735459,465,-0.163
IPI00735640,48,-0.252
IPI00735686,423,-0.1276
IPI00735875,104,-0.2303
IPI00736134,191,-0.334
IPI00736252,288,-0.2044
IPI00736366,848,-0.118
IPI00736686,824,-0.1764
IPI00736813,314,-0.2418
IPI00737110,213,-0.3111
IPI00737141,88,-0.2122
IPI00737197,80,-0.2294
IPI00737348,160,-0.1347
IPI00737401,1446,-0.0866
IPI00737518,772,-0.102
IPI00737793,184,-0.1663
IPI00737938,102,-0.1931
IPI00737939,71,-0.2027
IPI00737941,163,-0.1948
IPI00738116,170,-0.2943
IPI00738199,150,-0.1029
IPI00739100,48,-0.378
IPI00739119,594,-0.0793
IPI00739124,129,-0.2074
IPI00739258,233,-0.2878
IPI00739343,1359,-0.1077
IPI00739725,230,-0.1337
IPI00739821,297,-0.218
IPI00739876,625,-0.1399
IPI00740027,118,-0.198
IPI00740171,214,-0.127
IPI00740261,157,-0.1573
IPI00740297,289,-0.1268
IPI00740363,149,-0.0057
IPI00740411,155,-0.3309
IPI00740468,65,-0.1605
IPI00740552,555,-0.1483
IPI00740911,249,-0.2455
IPI00740951,63,-0.2659
IPI00741029,95,-0.0618
IPI00741292,90,-0.2333
IPI00741492,61,-0.2434
IPI00741524,1657,-0.0327
IPI00741527,5226,-0.1089
IPI00741676,145,-0.1857
IPI00741841,111,-0.1976
IPI00741929,104,-0.2423
IPI00741968,353,-0.115
IPI00741999,380,-0.3072
IPI00742077,103,-0.1758
IPI00742670,363,-0.1743
IPI00742675,129,-0.2989
IPI00742723,107,-0.3028
IPI00742774,147,-0.1433
IPI00742839,85,-0.24
IPI00742949,134,-0.1727
IPI00742956,116,-0.3446
IPI00743048,81,-0.2113
IPI00743161,43,-0.1339
IPI00743163,44,-0.2489
IPI00743189,333,-0.1132
IPI00743192,86,-0.2625
IPI00743202,185,-0.2741
IPI00743225,62,-0.0822
IPI00743230,89,-0.1339
IPI00743270,101,-0.2337
IPI00743272,132,-0.2678
IPI00743286,111,-0.1947
IPI00743391,81,-0.2271
IPI00743418,120,-0.194
IPI00743421,282,-0.2928
IPI00743482,36,-0.3684
IPI00743519,60,-0.4242
IPI00743520,134,-0.2451
IPI00743529,532,-0.1144
IPI00743533,257,-0.0352
IPI00743536,332,-0.1459
IPI00743605,194,-0.2747
IPI00743620,1014,-0.1064
IPI00743706,445,0.0415
IPI00743723,69,-0.3549
IPI00743729,62,-0.169
IPI00743774,63,-0.2182
IPI00743798,190,-0.1115
IPI00743888,321,-0.1442
IPI00743929,352,-0.2801
IPI00743976,138,-0.0426
IPI00743984,292,-0.3951
IPI00744055,63,-0.0805
IPI00744070,783,-0.0485
IPI00744204,789,-0.1359
IPI00744260,54,-0.4309
IPI00744262,109,-0.2615
IPI00744291,102,-0.1794
IPI00744366,120,-0.1413
IPI00744379,55,-0.2379
IPI00744535,117,-0.1448
IPI00744559,142,-0.0968
IPI00744575,2070,-0.1462
IPI00744580,111,-0.2074
IPI00744613,223,-0.0684
IPI00744661,57,-0.3529
IPI00744861,109,-0.2898
IPI00744863,78,-0.3371
IPI00744962,152,-0.2908
IPI00745029,111,-0.2107
IPI00745078,203,-0.1174
IPI00745097,111,-0.2893
IPI00745137,35,-0.3846
IPI00745149,61,-0.3604
IPI00745159,41,-0.3686
IPI00745190,273,-0.2036
IPI00745222,35,-0.2723
IPI00745278,76,-0.431
IPI00745330,85,-0.2016
IPI00745411,113,-0.3143
IPI00745486,146,-0.1969
IPI00745503,107,-0.2239
IPI00745619,91,-0.1872
IPI00745719,129,-0.136
IPI00745744,1063,-0.1153
IPI00745787,45,-0.241
IPI00745788,71,-0.1647
IPI00745811,29,-0.4693
IPI00745823,530,-0.0473
IPI00745827,105,-0.3197
IPI00745836,143,-0.2174
IPI00745850,89,-0.2706
IPI00745864,132,-0.1937
IPI00745900,104,-0.2351
IPI00745925,380,-0.0937
IPI00746138,118,-0.2453
IPI00746145,1343,-0.1197
IPI00746291,183,-0.2176
IPI00746297,128,-0.1762
IPI00746398,1673,-0.144
IPI00746430,121,-0.1896
IPI00746431,276,-0.1612
IPI00746458,47,-0.4593
IPI00746503,170,-0.1605
IPI00746560,172,-0.2199
IPI00746573,454,-0.166
IPI00746579,507,-0.2081
IPI00746608,125,-0.2136
IPI00746655,1114,-0.1638
IPI00746691,183,-0.2407
IPI00746708,52,-0.4254
IPI00746745,458,-0.1406
IPI00746753,1590,0.0538
IPI00746782,314,-0.1055
IPI00746815,632,-0.1004
IPI00746893,43,-0.2194
IPI00746934,5204,-0.1428
IPI00746943,98,-0.2677
IPI00746946,1925,-0.1592
IPI00746975,68,-0.3831
IPI00747001,257,-0.2384
IPI00747010,1241,-0.1094
IPI00747029,324,-0.2213
IPI00747191,168,-0.1586
IPI00747193,4013,-0.071
IPI00747427,83,-0.1978
IPI00747433,91,-0.1957
IPI00747440,67,-0.3704
IPI00747499,529,-0.2389
IPI00747501,188,-0.2698
IPI00747565,67,-0.256
IPI00747601,156,-0.0206
IPI00747676,289,-0.1254
IPI00747727,161,-0.1554
IPI00747756,81,-0.1951
IPI00747761,239,-0.1116
IPI00747831,133,-0.236
IPI00747876,1833,-0.0753
IPI00747881,117,-0.2581
IPI00747921,116,-0.206
IPI00747931,373,-0.2685
IPI00747941,97,-0.3529
IPI00747943,181,-0.2265
IPI00747946,61,-0.2733
IPI00748026,49,-0.3636
IPI00748093,265,-0.1847
IPI00748102,39,-0.4245
IPI00748120,60,-0.2832
IPI00748141,78,-0.3415
IPI00748170,90,-0.3354
IPI00748174,118,-0.2318
IPI00748196,100,-0.2146
IPI00748198,90,-0.2306
IPI00748203,88,-0.2063
IPI00748248,47,-0.3071
IPI00748336,59,-0.225
IPI00748345,49,-0.3113
IPI00748358,747,-0.0882
IPI00748360,1801,-0.2229
IPI00748456,183,-0.2077
IPI00748473,97,-0.1688
IPI00748550,77,-0.316
IPI00748582,73,-0.2394
IPI00748615,299,-0.0846
IPI00748663,48,-0.4
IPI00748670,48,-0.2266
IPI00748692,106,-0.1731
IPI00748707,69,-0.3922
IPI00748747,139,-0.0658
IPI00748781,92,-0.3263
IPI00748809,184,-0.1473
IPI00748814,92,-0.3872
IPI00748892,95,-0.249
IPI00748942,82,-0.268
IPI00748944,82,-0.2963
IPI00749005,8799,-0.12
IPI00749008,82,-0.3279
IPI00749012,81,-0.2989
IPI00749050,100,-0.1083
IPI00749084,76,-0.2319
IPI00749103,37,-0.4706
IPI00749123,89,-0.1947
IPI00749311,64,-0.3564
IPI00749317,92,-0.2719
IPI00749323,55,-0.268
IPI00749338,757,-0.1602
IPI00749448,90,-0.3808
IPI00749489,4247,-0.1251
IPI00749502,66,-0.3977
IPI00749514,1379,-0.0562
IPI00759536,213,-0.1895
IPI00759562,458,-0.0955
IPI00759642,1161,-0.0067
IPI00759646,112,-0.1304
IPI00759799,299,-0.2425
IPI00760652,161,-0.1281
IPI00760670,365,-0.2802
IPI00760808,546,-0.0637
IPI00760906,663,-0.0624
IPI00761034,608,-0.1927
IPI00783002,328,-0.1545
IPI00783166,982,-0.0876
IPI00783225,275,-0.2357
IPI00783380,555,-0.2186
IPI00783436,538,-0.2244
IPI00783563,560,-0.1771
IPI00783568,763,-0.1118
IPI00783698,555,-0.2428
IPI00783781,2012,-0.1864
IPI00783794,360,-0.2275
IPI00783798,362,-0.1575
IPI00783803,583,-0.1698
IPI00783823,431,-0.1135
IPI00783885,55,-0.2344
IPI00783902,2045,-0.1942
IPI00783957,90,-0.2303
IPI00784017,803,-0.0908
IPI00784024,380,-0.2346
IPI00784119,470,-0.1882
IPI00784257,272,-0.0627
IPI00784306,566,-0.026
IPI00784407,531,-0.1581
IPI00784453,592,-0.0907
IPI00784497,85,-0.3149
IPI00784556,256,-0.1546
IPI00784838,114,-0.1618
IPI00784922,558,-0.1195
IPI00785172,300,0.0607
IPI00786850,527,-0.0669
IPI00786853,166,-0.134
IPI00786856,895,0.001
IPI00786879,322,-0.1738
IPI00786924,692,-0.1691
IPI00786967,322,-0.1306
IPI00786986,810,-0.164
IPI00787036,515,-0.0727
IPI00787066,414,-0.1533
IPI00787076,64,-0.3146
IPI00787126,572,-0.1069
IPI00787140,258,-0.1798
IPI00787167,494,-0.1182
IPI00787173,287,-0.1828
IPI00787204,451,-0.1464
IPI00787276,258,-0.1517
IPI00787317,81,-0.1531
IPI00787334,166,-0.147
IPI00787384,72,-0.1465
IPI00787437,391,-0.1769
IPI00787459,628,-0.2224
IPI00787469,664,-0.0994
IPI00787476,821,-0.1457
IPI00787479,239,-0.1577
IPI00787539,500,-0.0793
IPI00787576,354,-0.1145
IPI00787583,108,-0.1503
IPI00787587,549,-0.128
IPI00787607,628,-0.1387
IPI00787608,51,-0.1639
IPI00787617,78,-0.2797
IPI00787623,172,-0.0893
IPI00787666,543,-0.0901
IPI00787679,160,-0.3288
IPI00787691,152,-0.285
IPI00787695,503,-0.0889
IPI00787773,2074,-0.1278
IPI00787777,413,-0.1325
IPI00787778,124,-0.2584
IPI00787819,121,-0.0984
IPI00787823,387,-0.0749
IPI00787825,611,-0.1252
IPI00787918,87,-0.2882
IPI00787928,86,-0.264
IPI00787935,125,-0.1929
IPI00787981,284,-0.1164
IPI00787986,172,-0.1135
IPI00788048,547,-0.1343
IPI00788117,193,-0.1636
IPI00788120,299,-0.0146
IPI00788146,317,-0.247
IPI00788158,1434,-0.1227
IPI00788183,64,-0.2849
IPI00788192,85,-0.2421
IPI00788249,449,-0.1329
IPI00788262,402,-0.0995
IPI00788294,336,-0.1505
IPI00788596,582,-0.1081
IPI00788618,291,-0.2651
IPI00788689,62,-0.4282
IPI00788838,233,-0.2166
IPI00788866,61,-0.1929
IPI00788894,106,-0.1569
IPI00788918,119,-0.1076
IPI00788946,82,-0.2258
IPI00788970,82,-0.2458
IPI00789055,303,-0.039
IPI00789083,168,-0.1839
IPI00789190,134,-0.1993
IPI00789274,115,-0.1227
IPI00789383,54,-0.2369
IPI00789436,64,-0.2131
IPI00789516,104,-0.2092
IPI00789564,397,-0.1616
IPI00789609,143,-0.2412
IPI00789669,45,-0.0944
IPI00789670,88,-0.1609
IPI00789674,117,-0.2244
IPI00789700,92,-0.3185
IPI00789718,261,-0.0857
IPI00789737,202,-0.212
IPI00789739,77,-0.1979
IPI00789761,36,-0.2421
IPI00789839,37,-0.4322
IPI00789862,62,-0.3987
IPI00789968,118,-0.0964
IPI00789979,54,-0.1012
IPI00789995,61,-0.3
IPI00790043,134,-0.0876
IPI00790047,80,-0.127
IPI00790054,93,-0.2816
IPI00790069,131,-0.1973
IPI00790095,59,-0.3496
IPI00790157,53,-0.2508
IPI00790185,78,-0.2379
IPI00790193,88,-0.2283
IPI00790230,1371,-0.0649
IPI00790344,586,-0.2601
IPI00790359,108,-0.3009
IPI00790405,1232,-0.1038
IPI00790446,118,-0.0957
IPI00790473,114,-0.1907
IPI00790520,79,-0.241
IPI00790524,62,-0.2375
IPI00790553,1873,-0.1552
IPI00790617,765,-0.1506
IPI00790688,67,-0.2493
IPI00790705,110,-0.1878
IPI00790728,172,-0.1952
IPI00790741,141,-0.1474
IPI00790813,63,-0.3943
IPI00790829,35,-0.3023
IPI00791004,147,-0.1547
IPI00791049,601,-0.1101
IPI00791108,107,-0.2908
IPI00791127,117,-0.0886
IPI00791248,139,-0.1847
IPI00791250,110,-0.1805
IPI00791309,38,-0.3254
IPI00791340,28,-0.3099
IPI00791395,58,-0.2424
IPI00791482,226,-0.2738
IPI00791574,828,-0.0974
IPI00791618,123,-0.1184
IPI00791632,491,-0.2056
IPI00791651,173,-0.151
IPI00791698,261,-0.2382
IPI00791699,499,-0.1892
IPI00791714,51,-0.2474
IPI00791718,36,-0.3028
IPI00791725,64,-0.311
IPI00791743,139,-0.1301
IPI00791744,75,-0.224
IPI00791766,114,-0.1908
IPI00791783,39,-0.2642
IPI00791818,65,-0.1953
IPI00791847,74,-0.2784
IPI00791921,84,-0.19
IPI00791963,53,-0.2189
IPI00791994,108,-0.2075
IPI00792022,73,-0.2642
IPI00792028,257,-0.2535
IPI00792030,57,-0.2022
IPI00792041,155,-0.1662
IPI00792084,88,-0.1842
IPI00792099,73,-0.2775
IPI00792152,86,-0.1462
IPI00792160,252,-0.0603
IPI00792177,229,-0.2306
IPI00792188,90,-0.1109
IPI00792200,41,-0.24
IPI00792226,66,-0.227
IPI00792227,124,-0.1736
IPI00792256,76,-0.266
IPI00792299,155,-0.1787
IPI00792306,128,-0.2003
IPI00792399,77,-0.3487
IPI00792423,1014,-0.1958
IPI00792503,504,-0.1782
IPI00792506,52,-0.2437
IPI00792555,118,-0.2722
IPI00792578,94,-0.284
IPI00792612,345,-0.1625
IPI00792698,44,-0.1411
IPI00792710,254,-0.1867
IPI00792714,194,-0.1148
IPI00792721,42,-0.4317
IPI00792728,149,-0.2029
IPI00792808,144,-0.058
IPI00792819,198,-0.2435
IPI00792838,103,-0.3162
IPI00792845,68,-0.4343
IPI00792917,97,-0.1992
IPI00792942,51,-0.2609
IPI00792977,258,-0.2082
IPI00793048,98,-0.3626
IPI00793169,89,-0.3992
IPI00793181,227,-0.0912
IPI00793193,63,-0.3989
IPI00793194,100,-0.2428
IPI00793310,215,-0.1061
IPI00793382,251,-0.1066
IPI00793403,912,-0.0793
IPI00793404,122,-0.2818
IPI00793418,53,-0.2829
IPI00793439,270,-0.1285
IPI00793448,78,-0.1416
IPI00793461,62,-0.2508
IPI00793527,149,-0.2552
IPI00793557,108,-0.1873
IPI00793590,129,-0.1422
IPI00793639,56,-0.2633
IPI00793766,150,-0.094
IPI00793790,587,-0.1102
IPI00793804,44,-0.2951
IPI00793821,56,-0.4012
IPI00793840,58,-0.2876
IPI00793884,129,-0.2207
IPI00793935,916,-0.1531
IPI00794029,48,-0.3083
IPI00794041,44,-0.3965
IPI00794096,148,-0.1397
IPI00794219,50,-0.3004
IPI00794274,88,-0.2273
IPI00794294,42,-0.3519
IPI00794325,62,-0.3427
IPI00794381,46,-0.2812
IPI00794386,96,-0.2994
IPI00794395,92,-0.1114
IPI00794424,75,-0.2062
IPI00794485,297,-0.2299
IPI00794520,89,-0.3679
IPI00794602,362,-0.1254
IPI00794628,57,-0.2508
IPI00794680,107,-0.1945
IPI00794712,73,-0.3026
IPI00794738,187,-0.2831
IPI00794743,99,-0.2214
IPI00794750,31,-0.3258
IPI00794809,99,-0.3768
IPI00794871,81,-0.2746
IPI00794900,974,-0.1939
IPI00794918,260,-0.1694
IPI00794943,50,-0.3787
IPI00794999,119,-0.166
IPI00795024,99,-0.1707
IPI00795026,74,-0.4424
IPI00795043,1177,-0.1346
IPI00795100,52,-0.3505
IPI00795124,90,-0.2262
IPI00795150,432,-0.0872
IPI00795151,49,-0.3662
IPI00795199,892,-0.08
IPI00795205,74,-0.2183
IPI00795225,102,-0.3085
IPI00795285,126,-0.2386
IPI00795322,392,-0.1419
IPI00795377,43,-0.4091
IPI00795531,87,-0.1408
IPI00795615,103,-0.2991
IPI00795686,42,-0.3826
IPI00795737,140,-0.068
IPI00795741,58,-0.1711
IPI00795786,288,-0.1732
IPI00795852,99,-0.3409
IPI00795866,64,-0.2689
IPI00795926,75,-0.1823
IPI00796032,54,-0.1649
IPI00796033,58,-0.1096
IPI00796045,838,-0.1969
IPI00796055,83,-0.2875
IPI00796177,76,-0.2627
IPI00796243,53,-0.4589
IPI00796261,117,-0.2043
IPI00796271,42,-0.3772
IPI00796318,988,-0.0927
IPI00796338,113,-0.2068
IPI00796343,145,-0.1421
IPI00796360,80,-0.2477
IPI00796429,119,-0.199
IPI00796451,46,-0.2479
IPI00796467,102,-0.1353
IPI00796505,79,-0.3012
IPI00796519,352,-0.1185
IPI00796586,82,-0.2048
IPI00796618,59,-0.4167
IPI00796621,102,-0.231
IPI00796812,108,-0.2847
IPI00796824,91,-0.2687
IPI00796831,450,-0.1449
IPI00796841,199,-0.0936
IPI00796917,89,-0.2683
IPI00796995,46,-0.4312
IPI00797052,81,-0.2797
IPI00797080,346,-0.1164
IPI00797132,139,-0.1422
IPI00797233,281,-0.132
IPI00797286,35,-0.377
IPI00797291,109,-0.3645
IPI00797293,103,-0.4116
IPI00797299,134,-0.2174
IPI00797301,148,-0.2605
IPI00797327,128,-0.1534
IPI00797353,465,-0.2676
IPI00797396,238,-0.2018
IPI00797476,33,-0.2857
IPI00797499,67,-0.2202
IPI00797553,52,-0.2444
IPI00797556,219,-0.169
IPI00797570,64,-0.1223
IPI00797643,58,-0.3442
IPI00797703,169,-0.2317
IPI00797803,78,-0.1137
IPI00797814,96,-0.1939
IPI00797826,91,-0.2545
IPI00797857,91,-0.2646
IPI00797867,120,-0.1192
IPI00797910,166,-0.301
IPI00797928,531,-0.1844
IPI00797960,61,-0.3569
IPI00797976,86,-0.373
IPI00798020,124,-0.2
IPI00798090,61,-0.3863
IPI00798188,66,-0.2663
IPI00798200,296,-0.174
IPI00798246,76,-0.1316
IPI00798293,296,-0.2907
IPI00798296,31,-0.4253
IPI00798316,72,-0.1965
IPI00798344,48,-0.1933
IPI00798409,188,-0.1808
IPI00798410,239,-0.2873
IPI00807341,77,-0.2546
IPI00807353,68,-0.2567
IPI00807380,145,-0.1858
IPI00807382,300,-0.1032
IPI00807406,288,-0.2795
IPI00807446,567,-0.0929
IPI00807454,1050,-0.1155
IPI00807477,326,-0.1596
IPI00807596,632,-0.1055
IPI00807599,201,-0.1455
IPI00807639,126,-0.2267
IPI00807643,78,-0.1984
IPI00807676,114,-0.1673
IPI00807677,164,-0.1065
IPI00815634,363,-0.0161
IPI00815814,211,-0.1252
IPI00815976,339,-0.2045
IPI00816028,85,-0.1663
IPI00816245,77,-0.315
IPI00816269,74,-0.2228
IPI00816389,94,-0.1396
IPI00816429,99,-0.193
IPI00816449,62,-0.2188
IPI00816500,324,-0.2376
IPI00816770,90,-0.2768
IPI00827800,1102,-0.0459
IPI00827869,295,-0.0883
IPI00827920,921,-0.1512
IPI00828167,435,-0.2114
IPI00828198,354,-0.173
IPI00829602,223,-0.0235
IPI00829705,89,-0.1578
IPI00829741,938,-0.0895
IPI00829857,329,-0.0944
IPI00829865,915,-0.2379
IPI00830102,82,-0.2857
IPI00843801,280,-0.0573
IPI00843920,265,-0.2055
IPI00843949,167,-0.0759
IPI00843953,92,-0.2455
IPI00843989,475,-0.1273
IPI00844017,290,-0.2366
IPI00844026,260,-0.1519
IPI00844032,464,-0.0864
IPI00844060,128,-0.1833
IPI00844080,589,-0.3803
IPI00844104,160,-0.214
IPI00844139,121,-0.1573
IPI00844169,311,-0.1541
IPI00844187,365,-0.1787
IPI00844303,974,-0.0956
IPI00844308,79,-0.2574
IPI00844334,179,-0.1264
IPI00844338,409,-0.1945
IPI00844352,187,-0.1595
IPI00844379,368,-0.1534
IPI00844428,254,-0.1104
IPI00844442,93,-0.3819
IPI00845236,41,-0.1489
IPI00845260,135,-0.0854
IPI00845298,243,-0.1308
IPI00845299,107,-0.2624
IPI00845318,99,-0.3082
IPI00845442,97,-0.2725
IPI00845516,552,-0.1124
IPI00847172,169,-0.2121
IPI00847185,82,-0.1951
IPI00847217,84,-0.3361
IPI00847231,109,-0.1051
IPI00847249,76,-0.2602
IPI00847271,827,-0.1568
IPI00847321,295,-0.2373
IPI00847351,135,-0.1472
IPI00847359,93,-0.2386
IPI00847364,60,-0.2492
IPI00847371,144,-0.2232
IPI00847372,59,-0.343
IPI00847386,681,-0.0918
IPI00847409,262,-0.0632
IPI00847502,552,-0.0091
IPI00847554,79,-0.3467
IPI00847596,132,-0.0871
IPI00847600,536,-0.1544
IPI00847640,59,-0.3497
IPI00847642,76,-0.1808
IPI00847695,2243,-0.1707
IPI00847744,48,-0.2833
IPI00847781,903,-0.0854
IPI00847794,396,-0.0687
IPI00847807,99,-0.2701
IPI00847816,32,-0.385
IPI00847839,127,-0.3091
IPI00847924,72,-0.2857
IPI00847955,93,-0.2706
IPI00848042,86,-0.2505
IPI00848044,1159,-0.1337
IPI00848073,66,-0.3919
IPI00848075,86,-0.3304
IPI00848099,85,-0.3326
IPI00848122,54,-0.1978
IPI00848155,563,-0.1252
IPI00848157,136,-0.2449
IPI00848173,128,-0.0592
IPI00848176,82,-0.2824
IPI00848184,124,-0.1799
IPI00848200,71,-0.3245
IPI00848221,262,-0.1372
IPI00848227,45,-0.3167
IPI00848251,99,-0.2338
IPI00848282,83,-0.1538
IPI00848305,132,-0.2109
IPI00848315,1092,-0.0911
IPI00848341,66,-0.2152
IPI00852643,5005,-0.1021
IPI00852780,228,-0.1932
IPI00852933,227,-0.0772
IPI00852968,217,-0.0996
IPI00852979,1855,-0.1062
IPI00853035,105,-0.2339
IPI00853149,1883,-0.1324
IPI00853154,93,-0.28
IPI00853270,831,-0.1086
IPI00853310,345,-0.1389
IPI00853368,936,-0.0184
IPI00853396,1392,-0.1711
IPI00853455,378,-0.1734
IPI00853642,93,-0.2851
IPI00854598,213,-0.1468
IPI00854623,565,-0.1118
IPI00854686,195,-0.3137
IPI00854708,159,-0.235
IPI00854725,213,-0.2061
IPI00854782,125,-0.2314
IPI00854790,192,-0.0675
IPI00855724,329,-0.1202
IPI00855732,456,-0.1587
IPI00855850,402,-0.0725
IPI00855867,382,-0.2005
IPI00855873,271,-0.2484
IPI00855960,429,-0.1887
IPI00855974,665,-0.0603
IPI00856062,58,-0.0842
IPI00856069,736,-0.1861
IPI00856096,612,-0.2093
IPI00856098,1540,-0.0447
IPI00867566,98,-0.3398
IPI00867585,820,-0.1222
IPI00867611,71,-0.1905
IPI00867642,204,-0.1642
IPI00867661,349,-0.1538
IPI00868704,124,-0.2077
IPI00868883,51,-0.3819
IPI00868895,94,-0.2012
IPI00868940,547,-0.1837
IPI00868947,90,-0.3941
IPI00868967,117,-0.2826
IPI00868977,294,-0.1755
IPI00869050,90,-0.2138
IPI00869131,113,-0.3393
IPI00869136,2034,-0.1265
IPI00869154,261,-0.0891
IPI00869201,154,-0.1297
IPI00871386,289,-0.2058
IPI00871431,258,-0.1022
IPI00871448,442,-0.1446
IPI00871512,310,-0.1409
IPI00871605,195,-0.2111
IPI00871669,554,-0.0969
IPI00871718,208,-0.0227
IPI00871794,652,-0.091
IPI00871937,541,-0.2546
IPI00871938,926,-0.0871
IPI00871952,304,-0.1629
IPI00872022,311,-0.0816
IPI00872040,327,-0.1393
IPI00872054,334,-0.0277
IPI00872108,35,-0.3636
IPI00872115,23,-0.3099
IPI00872219,659,-0.1108
IPI00872244,109,-0.1617
IPI00872403,218,-0.1771
IPI00872412,323,-0.2168
IPI00872420,166,-0.1422
IPI00872451,27,-0.4111
